"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
3.086675066E2,6.499135982E1,2.548078395E1,2.261666825E0,1.973065186E1,1.389999986E0,3.476000061E2,6.469113499E-1,3.790092468E0,2.500000000E0,3.900000000E1
3.096674229E2,6.499137226E1,2.548077870E1,2.356099201E0,1.982507324E1,1.309999943E0,3.461000061E2,6.482986136E-1,3.790092468E0,2.500000000E0,3.900000000E1
3.106671278E2,6.499138454E1,2.548077349E1,2.447784851E0,1.991674805E1,1.299999952E0,3.480000000E2,6.496611765E-1,3.790092468E0,2.500000000E0,3.900000000E1
3.116676931E2,6.499139670E1,2.548076991E1,2.611675072E0,2.008062744E1,1.320000052E0,3.490000000E2,6.511052402E-1,3.790092468E0,2.500000000E0,3.800000000E1
3.126673914E2,6.499140948E1,2.548076445E1,2.660941728E0,2.012988281E1,1.379999995E0,3.487000122E2,6.525887975E-1,3.790092468E0,2.500000000E0,3.800000000E1
3.136676445E2,6.499142245E1,2.548075705E1,2.802615677E0,2.027154541E1,1.409999967E0,3.467000122E2,6.541106733E-1,3.790092468E0,2.500000000E0,3.400000000E1
3.146678058E2,6.499143575E1,2.548074941E1,2.608596552E0,2.007751465E1,1.419999957E0,3.470000000E2,6.556441044E-1,3.790092468E0,2.500000000E0,3.400000000E1
3.156671389E2,6.499144925E1,2.548074275E1,2.676357447E0,2.014526367E1,1.470000029E0,3.472000122E2,6.572147834E-1,3.790092468E0,2.500000000E0,3.500000000E1
3.166678021E2,6.499146320E1,2.548073750E1,2.796975272E0,2.026586914E1,1.460000038E0,3.487000122E2,6.587115992E-1,3.790092468E0,2.500000000E0,3.500000000E1
3.176673760E2,6.499147657E1,2.548073380E1,2.714101446E0,2.018298340E1,1.440000057E0,3.465000000E2,6.602457539E-1,3.790092468E0,2.500000000E0,3.400000000E1
3.186669295E2,6.499148991E1,2.548072547E1,2.628724897E0,2.009759521E1,1.480000019E0,3.473999939E2,6.617248360E-1,3.790092468E0,2.500000000E0,3.500000000E1
3.196675335E2,6.499150276E1,2.548071734E1,2.342908462E0,1.981176758E1,1.440000057E0,3.483999939E2,6.633215560E-1,3.790092468E0,2.500000000E0,3.500000000E1
3.206675700E2,6.499151677E1,2.548070989E1,2.327784033E0,1.979663086E1,1.440000057E0,3.502000122E2,6.649592047E-1,3.790092468E0,2.500000000E0,3.400000000E1
3.216675699E2,6.499153103E1,2.548070118E1,2.235084078E0,1.970391846E1,1.529999971E0,3.477000122E2,6.665717416E-1,3.790092468E0,2.500000000E0,3.700000000E1
3.226675506E2,6.499154530E1,2.548069507E1,2.179859861E0,1.964868164E1,1.529999971E0,3.482000122E2,6.681324983E-1,3.790092468E0,2.500000000E0,3.700000000E1
3.236673814E2,6.499155919E1,2.548069029E1,2.140382442E0,1.960919189E1,1.529999971E0,3.505000000E2,6.696182509E-1,3.790092468E0,2.510346413E0,3.600000000E1
3.246675516E2,6.499157207E1,2.548068188E1,2.297192971E0,1.976599121E1,1.509999990E0,3.467000122E2,6.711220784E-1,3.790092468E0,2.516001225E0,3.600000000E1
3.256668787E2,6.499158513E1,2.548067357E1,2.395654059E0,1.986444092E1,1.490000010E0,3.467999878E2,6.726286462E-1,3.790092468E0,2.502582312E0,3.600000000E1
3.266674647E2,6.499159825E1,2.548066557E1,2.516698226E0,1.998547363E1,1.519999981E0,3.496000061E2,6.745028690E-1,3.790092468E0,2.509034872E0,3.600000000E1
3.276671335E2,6.499161494E1,2.548066000E1,1.919178868E0,1.938793945E1,1.470000029E0,3.531000061E2,6.761986477E-1,3.790092468E0,2.500000000E0,3.300000000E1
3.286669702E2,6.499163003E1,2.548065478E1,1.949831907E0,1.941857910E1,1.519999981E0,3.478999939E2,6.778249540E-1,3.790092468E0,2.500000000E0,3.500000000E1
3.296675537E2,6.499164424E1,2.548064659E1,1.855300880E0,1.932403564E1,1.549999952E0,3.443999939E2,6.794404336E-1,3.790092468E0,2.500000000E0,3.400000000E1
3.306676992E2,6.499165819E1,2.548063699E1,1.927639656E0,1.939636230E1,1.539999962E0,3.447000122E2,6.809498938E-1,3.790092468E0,2.500000000E0,3.400000000E1
3.316678098E2,6.499167125E1,2.548062823E1,2.221596324E0,1.969030762E1,1.529999971E0,3.473999939E2,6.825648580E-1,3.790092468E0,2.500000000E0,3.400000000E1
3.326673007E2,6.499168543E1,2.548062080E1,2.601247440E0,2.006994629E1,1.509999990E0,3.462000122E2,6.839984455E-1,3.790092468E0,2.500000000E0,3.500000000E1
3.336677247E2,6.499169803E1,2.548061434E1,2.776856649E0,2.024554443E1,1.460000038E0,3.458999939E2,6.854321605E-1,3.790092468E0,2.500000000E0,3.500000000E1
3.346677734E2,6.499171071E1,2.548060881E1,2.969433755E0,2.043811035E1,1.500000000E0,3.485000000E2,6.868981578E-1,3.790092468E0,2.500000000E0,3.100000000E1
3.356674054E2,6.499172379E1,2.548060490E1,3.165856528E0,2.063452148E1,1.519999981E0,3.503999939E2,6.887661959E-1,3.790092468E0,2.500000000E0,3.200000000E1
3.366670804E2,6.499174033E1,2.548059794E1,3.841774457E0,2.131042480E1,1.500000000E0,3.472999878E2,6.908139768E-1,3.790092468E0,2.500000000E0,3.400000000E1
3.376677557E2,6.499175844E1,2.548059003E1,4.477593658E0,2.194622803E1,1.389999986E0,3.482999878E2,6.926102479E-1,3.790092468E0,2.734238625E0,3.700000000E1
3.386669674E2,6.499177417E1,2.548058133E1,4.715705581E0,2.218432617E1,1.460000038E0,3.482000122E2,6.942035726E-1,3.790092468E0,2.967374802E0,3.700000000E1
3.396675558E2,6.499178786E1,2.548057132E1,5.014240386E0,2.248284912E1,1.419999957E0,3.457999878E2,6.957428923E-1,3.790092468E0,3.125369787E0,3.700000000E1
3.406672316E2,6.499180127E1,2.548056319E1,5.123871233E0,2.259246826E1,1.440000057E0,3.467999878E2,6.972273255E-1,3.790092468E0,3.256855726E0,3.700000000E1
3.416670928E2,6.499181436E1,2.548055699E1,4.983807072E0,2.245239258E1,1.429999948E0,3.502999878E2,6.987863694E-1,3.790092468E0,3.447380543E0,3.600000000E1
3.426673447E2,6.499182825E1,2.548055247E1,5.297357010E0,2.276593018E1,1.470000029E0,3.545000000E2,7.003182532E-1,3.790092468E0,3.582968473E0,3.600000000E1
3.436670490E2,6.499184197E1,2.548055542E1,5.511358865E0,2.297991943E1,1.500000000E0,8.600000381E0,7.018084207E-1,3.790092468E0,3.794653177E0,3.500000000E1
3.446675641E2,6.499185334E1,2.548057220E1,5.600237282E0,2.306878662E1,1.549999952E0,3.340000153E1,7.032588785E-1,3.790092468E0,3.596549749E0,3.100000000E1
3.456678518E2,6.499185743E1,2.548060150E1,5.213890065E0,2.268243408E1,1.470000029E0,4.850000000E1,7.048429630E-1,3.790092468E0,3.217213631E0,3.300000000E1
3.466673478E2,6.499186152E1,2.548063378E1,4.934476606E0,2.240301514E1,1.460000038E0,5.929999924E1,7.063400624E-1,3.790092468E0,3.120050430E0,3.500000000E1
3.476673533E2,6.499186725E1,2.548066260E1,4.529148915E0,2.199768066E1,1.450000048E0,6.430000305E1,7.078450784E-1,3.790092468E0,3.225877285E0,3.600000000E1
3.486671089E2,6.499187156E1,2.548069295E1,4.130228714E0,2.159875488E1,1.440000057E0,7.100000000E1,7.093173220E-1,3.790092468E0,3.268011570E0,3.700000000E1
3.496673501E2,6.499187566E1,2.548072273E1,4.090683290E0,2.155920410E1,1.460000038E0,6.830000305E1,7.108087370E-1,3.790092468E0,3.138666391E0,3.800000000E1
3.506670441E2,6.499188260E1,2.548074988E1,4.008598793E0,2.147711182E1,1.529999971E0,5.159999847E1,7.122372533E-1,3.790092468E0,2.976440430E0,3.800000000E1
3.516673552E2,6.499189073E1,2.548077341E1,3.902894569E0,2.137139893E1,1.470000029E0,4.909999847E1,7.140081282E-1,3.790092468E0,2.823583364E0,3.800000000E1
3.526668813E2,6.499190145E1,2.548080127E1,4.262036682E0,2.173052979E1,1.460000038E0,3.959999847E1,7.156076266E-1,3.790092468E0,2.709219456E0,3.900000000E1
3.536674829E2,6.499191301E1,2.548082152E1,5.375329527E0,2.284381104E1,1.440000057E0,3.400000000E1,7.172213407E-1,3.790092468E0,2.649587631E0,4.000000000E1
3.546670986E2,6.499192554E1,2.548083884E1,5.967626997E0,2.343609619E1,1.409999967E0,3.479999924E1,7.187950397E-1,3.790092468E0,2.610016108E0,3.900000000E1
3.556671098E2,6.499193844E1,2.548085261E1,5.969958787E0,2.343841553E1,1.440000057E0,3.160000038E1,7.204568006E-1,3.790092468E0,2.671669245E0,4.000000000E1
3.566675515E2,6.499195158E1,2.548086945E1,6.581177682E0,2.404962158E1,1.419999957E0,2.800000000E1,7.219539875E-1,3.790092468E0,2.631582737E0,4.000000000E1
3.576672286E2,6.499196216E1,2.548088915E1,6.611217657E0,2.407965088E1,1.429999948E0,3.720000076E1,7.234184048E-1,3.790092468E0,2.631860495E0,3.900000000E1
3.586675536E2,6.499197122E1,2.548091176E1,6.601583563E0,2.407000732E1,1.450000048E0,3.950000000E1,7.248864570E-1,3.790092468E0,2.691838980E0,3.900000000E1
3.596673050E2,6.499197903E1,2.548093694E1,6.611479728E0,2.407989502E1,1.409999967E0,4.270000076E1,7.263735318E-1,3.790092468E0,2.649293423E0,3.900000000E1
3.606674941E2,6.499198785E1,2.548096072E1,6.608864525E0,2.407727051E1,1.519999981E0,4.259999847E1,7.277049198E-1,3.790092468E0,2.628541231E0,3.900000000E1
3.616671339E2,6.499199629E1,2.548098081E1,6.704088129E0,2.417248535E1,1.389999986E0,3.840000153E1,7.289826142E-1,3.790092468E0,2.627723694E0,3.800000000E1
3.626670916E2,6.499200384E1,2.548100130E1,6.773309972E0,2.424169922E1,1.370000005E0,4.090000153E1,7.303185484E-1,3.790092468E0,2.625597239E0,3.800000000E1
3.636673535E2,6.499201285E1,2.548102010E1,7.071720057E0,2.454010010E1,1.429999948E0,4.459999847E1,7.316518701E-1,3.790092468E0,2.613272190E0,3.200000000E1
3.646669836E2,6.499202226E1,2.548103768E1,7.419629950E0,2.488800049E1,1.200000048E0,3.440000153E1,7.330238139E-1,3.790092468E0,2.600637197E0,3.200000000E1
3.656670547E2,6.499203228E1,2.548105471E1,7.333580404E0,2.480194092E1,1.309999943E0,3.600000000E1,7.346802497E-1,3.790092468E0,2.671652794E0,3.700000000E1
3.666672613E2,6.499204391E1,2.548107673E1,7.438816774E0,2.490716553E1,1.289999962E0,4.420000076E1,7.362027495E-1,3.790092468E0,2.596127510E0,3.700000000E1
3.676669566E2,6.499205548E1,2.548109405E1,7.562607517E0,2.503094482E1,1.399999976E0,3.300000000E1,7.376546861E-1,3.790092468E0,2.617859840E0,3.900000000E1
3.686678195E2,6.499206713E1,2.548110800E1,7.795284866E0,2.526361084E1,1.370000005E0,2.860000038E1,7.389311617E-1,3.790092468E0,2.626554728E0,3.800000000E1
3.696672582E2,6.499207743E1,2.548111999E1,7.802130804E0,2.527044678E1,1.309999943E0,2.710000038E1,7.401831016E-1,3.790092468E0,2.558708906E0,3.800000000E1
3.706677552E2,6.499208830E1,2.548112693E1,7.687700125E0,2.515600586E1,1.190000057E0,2.789999962E1,7.412854881E-1,3.790092468E0,2.500000000E0,3.800000000E1
3.716670025E2,6.499209814E1,2.548112979E1,7.824427955E0,2.529272461E1,1.110000014E0,2.700000000E1,7.425794793E-1,3.790092468E0,2.504762650E0,3.600000000E1
3.726671817E2,6.499210928E1,2.548113775E1,7.909155292E0,2.537744141E1,1.340000033E0,2.760000038E1,7.438069812E-1,3.790092468E0,2.551649094E0,3.600000000E1
3.736669102E2,6.499211969E1,2.548114644E1,8.062668629E0,2.553094482E1,1.230000019E0,2.670000076E1,7.450841692E-1,3.790092468E0,2.500000000E0,3.400000000E1
3.746671476E2,6.499213012E1,2.548115782E1,8.055903813E0,2.552416992E1,1.340000033E0,2.720000076E1,7.463618507E-1,3.790092468E0,2.500000000E0,3.400000000E1
3.756673880E2,6.499214120E1,2.548116502E1,8.152960155E0,2.562121582E1,1.289999962E0,2.420000076E1,7.475589210E-1,3.790092468E0,2.500000000E0,3.400000000E1
3.766676966E2,6.499215153E1,2.548117219E1,8.005753121E0,2.547399902E1,1.139999986E0,2.160000038E1,7.487761978E-1,3.790092468E0,2.500000000E0,3.300000000E1
3.776677220E2,6.499216147E1,2.548118304E1,8.152064003E0,2.562030029E1,1.220000029E0,2.520000076E1,7.500330069E-1,3.790092468E0,2.500000000E0,3.700000000E1
3.786670094E2,6.499217233E1,2.548119045E1,8.260716838E0,2.572894287E1,1.279999971E0,1.500000000E1,7.513625393E-1,3.790092468E0,2.542726517E0,3.700000000E1
3.796674040E2,6.499218421E1,2.548119365E1,8.373825931E0,2.584204102E1,1.330000043E0,1.460000038E1,7.525525507E-1,3.790092468E0,2.665758610E0,3.600000000E1
3.806669871E2,6.499219490E1,2.548119485E1,8.468257077E0,2.593646240E1,1.259999990E0,6.099999905E0,7.536084111E-1,3.790092468E0,2.692471504E0,3.700000000E1
3.816674024E2,6.499220439E1,2.548119408E1,9.029789077E0,2.649798584E1,1.179999948E0,9.199999809E0,7.541135308E-1,3.790092468E0,2.564313650E0,3.700000000E1
3.826670660E2,6.499220063E1,2.548118805E1,8.385864436E0,2.585406494E1,0.000000000E0,NaN,7.542924846E-1,3.790092468E0,2.500000000E0,3.800000000E1
3.836671335E2,6.499219919E1,2.548118635E1,8.385557860E0,2.585375977E1,0.000000000E0,NaN,7.543343778E-1,3.790092468E0,2.500000000E0,3.900000000E1
3.846673060E2,6.499219886E1,2.548118592E1,8.386656170E0,2.585485840E1,0.000000000E0,NaN,7.543425391E-1,3.790092468E0,2.500000000E0,3.800000000E1
3.856674637E2,6.499219880E1,2.548118582E1,8.388120954E0,2.585632324E1,0.000000000E0,NaN,7.543447236E-1,3.790092468E0,2.500000000E0,3.800000000E1
3.866674666E2,6.499219881E1,2.548118578E1,8.388426136E0,2.585662842E1,0.000000000E0,NaN,7.543461797E-1,3.790092468E0,2.500000000E0,3.700000000E1
3.876681354E2,6.499219882E1,2.548118576E1,8.388975461E0,2.585717773E1,0.000000000E0,NaN,7.543490919E-1,3.790092468E0,2.500000000E0,3.500000000E1
3.886683491E2,6.499219884E1,2.548118572E1,8.388365125E0,2.585656738E1,0.000000000E0,NaN,7.543502992E-1,3.790092468E0,2.500000000E0,3.300000000E1
3.896682539E2,6.499219885E1,2.548118571E1,8.389891012E0,2.585809326E1,0.000000000E0,NaN,7.543507692E-1,3.790092468E0,2.500000000E0,3.300000000E1
3.906686822E2,6.499219885E1,2.548118570E1,8.389646871E0,2.585784912E1,0.000000000E0,NaN,7.543535896E-1,3.790092468E0,2.500000000E0,3.300000000E1
3.916683546E2,6.499219885E1,2.548118564E1,8.389768938E0,2.585797119E1,0.000000000E0,NaN,7.543568801E-1,3.790092468E0,2.500000000E0,3.200000000E1
3.926682206E2,6.499219885E1,2.548118557E1,8.388975477E0,2.585717773E1,0.000000000E0,NaN,7.543612490E-1,3.790092468E0,2.500000000E0,3.400000000E1
3.936682774E2,6.499219887E1,2.548118549E1,8.388609280E0,2.585681152E1,0.000000000E0,NaN,7.544492498E-1,3.790092468E0,2.500000000E0,3.400000000E1
3.946682701E2,6.499219932E1,2.548118703E1,8.561949617E0,2.603015137E1,2.199999988E-1,7.400000000E1,7.553445516E-1,3.790092468E0,2.500000000E0,3.300000000E1
3.956681601E2,6.499220290E1,2.548120409E1,8.295230174E0,2.576342773E1,1.000000000E0,5.640000153E1,7.565088075E-1,3.790092468E0,2.500000000E0,3.400000000E1
3.966680503E2,6.499220700E1,2.548122688E1,7.776497360E0,2.524468994E1,1.220000029E0,5.520000076E1,7.576952090E-1,3.790092468E0,2.500000000E0,3.500000000E1
3.976683588E2,6.499221680E1,2.548123686E1,7.314714806E0,2.478289795E1,1.279999971E0,5.600000000E1,7.592591888E-1,3.790092468E0,2.500000000E0,3.800000000E1
3.986679074E2,6.499221842E1,2.548126991E1,7.047811365E0,2.451599121E1,1.330000043E0,6.259999847E1,7.606838626E-1,3.790092468E0,2.500000000E0,3.800000000E1
3.996683645E2,6.499221914E1,2.548130017E1,6.756004610E0,2.422418213E1,1.370000005E0,6.819999695E1,7.620284468E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.006681504E2,6.499222081E1,2.548132850E1,6.224208376E0,2.369238281E1,1.399999976E0,6.400000000E1,7.633192301E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.016685661E2,6.499222620E1,2.548135282E1,6.327425058E0,2.379559326E1,1.429999948E0,5.440000153E1,7.646349190E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.026680744E2,6.499223373E1,2.548137441E1,6.194132300E0,2.366229248E1,1.399999976E0,4.729999924E1,7.660865117E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.036685511E2,6.499224195E1,2.548139840E1,6.394885711E0,2.386303711E1,1.500000000E0,4.470000076E1,7.674990649E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.046683804E2,6.499225228E1,2.548141589E1,6.500425832E0,2.396856689E1,1.419999957E0,3.620000076E1,7.688892151E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.056683159E2,6.499226288E1,2.548143157E1,6.461251742E0,2.392938232E1,1.440000057E0,3.309999847E1,7.702826413E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.066679110E2,6.499227352E1,2.548144723E1,6.380817922E0,2.384893799E1,1.509999990E0,3.179999924E1,7.716417151E-1,3.790092468E0,2.500000000E0,3.500000000E1
4.076688732E2,6.499228429E1,2.548146090E1,6.699187821E0,2.416729736E1,1.490000010E0,2.539999962E1,7.729418528E-1,3.790092468E0,2.500000000E0,3.200000000E1
4.086688166E2,6.499229346E1,2.548147806E1,6.635659490E0,2.410375977E1,1.370000005E0,3.379999924E1,7.747780698E-1,3.790092468E0,2.500000000E0,2.700000000E1
4.096684522E2,6.499230689E1,2.548150079E1,7.334098221E0,2.480218506E1,1.460000038E0,3.079999924E1,7.764068925E-1,3.790092468E0,2.500000000E0,3.500000000E1
4.106685655E2,6.499231881E1,2.548152093E1,7.489871865E0,2.495794678E1,1.480000019E0,3.400000000E1,7.783453501E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.116682245E2,6.499233211E1,2.548154759E1,7.616106107E0,2.508416748E1,1.470000029E0,4.409999847E1,7.805219529E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.126683522E2,6.499234760E1,2.548157590E1,7.618135885E0,2.508618164E1,1.460000038E0,3.809999847E1,7.820261836E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.136685183E2,6.499235272E1,2.548160552E1,6.673806232E0,2.414184570E1,1.460000038E0,4.850000000E1,7.832696602E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.146688184E2,6.499235417E1,2.548163175E1,6.181072184E0,2.364910889E1,1.320000052E0,5.809999847E1,7.846439009E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.156682361E2,6.499235294E1,2.548166084E1,5.907207934E0,2.337524414E1,1.409999967E0,6.450000000E1,7.882329079E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.166679166E2,6.499232818E1,2.548170982E1,6.240684284E0,2.370874023E1,3.890000105E0,1.338999939E2,7.916704053E-1,3.790092468E0,2.503767729E0,4.100000000E1
4.176685686E2,6.499229871E1,2.548168773E1,6.809992268E0,2.427807617E1,3.150000095E0,1.973999939E2,7.933489824E-1,3.790092468E0,2.652350187E0,4.100000000E1
4.186683993E2,6.499228677E1,2.548166588E1,6.589643315E0,2.405773926E1,1.419999957E0,2.021999969E2,7.947166618E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.196681140E2,6.499227591E1,2.548165222E1,6.500094134E0,2.396820068E1,1.490000010E0,1.926999969E2,7.961599581E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.206687946E2,6.499226425E1,2.548163873E1,6.501303515E0,2.396942139E1,1.460000038E0,1.926999969E2,7.977238307E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.216682552E2,6.499225183E1,2.548162312E1,6.159677617E0,2.362780762E1,1.460000038E0,1.958999939E2,7.991752752E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.226680211E2,6.499224017E1,2.548160924E1,6.347593519E0,2.381573486E1,1.450000048E0,1.976999969E2,8.006333751E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.236679260E2,6.499222899E1,2.548159303E1,6.458849572E0,2.392700195E1,1.419999957E0,1.998999939E2,8.020412894E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.246679330E2,6.499221811E1,2.548157771E1,6.283118642E0,2.375128174E1,1.370000005E0,2.040000000E2,8.034121136E-1,3.790092468E0,2.500000000E0,3.700000000E1
4.256679412E2,6.499220645E1,2.548156824E1,6.204738402E0,2.367291260E1,1.419999957E0,1.938000031E2,8.048592362E-1,3.790092468E0,2.500000000E0,3.600000000E1
4.266686753E2,6.499219344E1,2.548156903E1,6.267959069E0,2.373614502E1,1.529999971E0,1.708000031E2,8.062189802E-1,3.790092468E0,2.500000000E0,3.500000000E1
4.276685589E2,6.499218195E1,2.548157893E1,6.505436989E0,2.397363281E1,1.450000048E0,1.503000031E2,8.075752578E-1,3.790092468E0,2.500000000E0,3.700000000E1
4.286681864E2,6.499217344E1,2.548159960E1,6.995176507E0,2.446337891E1,1.519999981E0,1.300000000E2,8.088968632E-1,3.790092468E0,2.500000000E0,3.700000000E1
4.296688304E2,6.499216863E1,2.548162531E1,7.188471906E0,2.465667725E1,1.500000000E0,1.085999985E2,8.102262384E-1,3.790092468E0,2.500000000E0,3.700000000E1
4.306685657E2,6.499216567E1,2.548165271E1,7.019220249E0,2.448742676E1,1.419999957E0,1.025000000E2,8.115459058E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.316678766E2,6.499216390E1,2.548168047E1,6.771661585E0,2.423986816E1,1.399999976E0,9.459999847E1,8.128916114E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.326685430E2,6.499216290E1,2.548170900E1,6.645441552E0,2.411364746E1,1.419999957E0,9.500000000E1,8.143144280E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.336683493E2,6.499216320E1,2.548173926E1,6.599056779E0,2.406726074E1,1.460000038E0,8.830000305E1,8.157608423E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.346680583E2,6.499216326E1,2.548177003E1,6.581480410E0,2.404968262E1,1.440000057E0,8.600000000E1,8.172488228E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.356687969E2,6.499216255E1,2.548180164E1,6.274413643E0,2.374261475E1,1.450000048E0,8.919999695E1,8.187054791E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.366684011E2,6.499216033E1,2.548183218E1,6.305846423E0,2.377404785E1,1.450000048E0,9.369999695E1,8.200388613E-1,3.790092468E0,2.500000000E0,3.700000000E1
4.376686806E2,6.499215896E1,2.548186036E1,6.246703672E0,2.371490479E1,1.460000038E0,9.569999695E1,8.217541523E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.386683066E2,6.499215890E1,2.548189685E1,5.996095284E0,2.346429443E1,1.450000048E0,8.990000153E1,8.233740081E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.396684242E2,6.499215892E1,2.548193131E1,5.714480997E0,2.318267822E1,1.470000029E0,9.130000305E1,8.248653964E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.406682836E2,6.499215936E1,2.548196302E1,5.943487055E0,2.341168213E1,1.450000048E0,9.140000153E1,8.262164896E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.416681613E2,6.499215844E1,2.548199168E1,5.959051770E0,2.342724609E1,1.330000043E0,9.640000153E1,8.274614039E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.426680572E2,6.499215631E1,2.548201768E1,6.166998053E0,2.363519287E1,1.269999981E0,1.000000000E2,8.287913398E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.436687543E2,6.499215317E1,2.548204498E1,6.479801890E0,2.394799805E1,1.340000033E0,1.043000031E2,8.300732817E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.446685086E2,6.499215043E1,2.548207147E1,7.115970302E0,2.458416748E1,1.330000043E0,1.000999985E2,8.312519586E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.456685496E2,6.499214956E1,2.548209646E1,7.961124703E0,2.542932129E1,1.259999990E0,9.200000000E1,8.324068534E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.466682924E2,6.499215991E1,2.548209441E1,7.591932320E0,2.506011963E1,0.000000000E0,NaN,8.333200560E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.476681309E2,6.499216809E1,2.548209268E1,7.657064157E0,2.512524414E1,0.000000000E0,NaN,8.336347253E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.486680119E2,6.499217088E1,2.548209156E1,7.657676978E0,2.512585449E1,0.000000000E0,NaN,8.337612170E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.496683517E2,6.499217197E1,2.548209079E1,7.659570014E0,2.512774658E1,0.000000000E0,NaN,8.342185476E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.506685013E2,6.499217332E1,2.548209998E1,7.479945282E0,2.494812012E1,5.400000215E-1,7.500000000E1,8.352334293E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.516680485E2,6.499217335E1,2.548212157E1,7.538540254E0,2.500671387E1,1.059999943E0,8.930000305E1,8.366557010E-1,3.790092468E0,2.500000000E0,3.900000000E1
4.526680272E2,6.499217362E1,2.548215182E1,7.547575375E0,2.501574707E1,1.289999962E0,8.159999847E1,8.378347153E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.536688640E2,6.499217262E1,2.548217679E1,8.430388348E0,2.589855957E1,1.190000057E0,8.690000153E1,8.391892749E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.546685177E2,6.499217331E1,2.548220556E1,8.503327577E0,2.597149658E1,1.330000043E0,7.950000000E1,8.410038805E-1,3.790092468E0,2.500000000E0,4.000000000E1
4.556682942E2,6.499217224E1,2.548224408E1,8.571566041E0,2.603973389E1,1.289999962E0,8.709999847E1,8.426046970E-1,3.790092468E0,2.500000000E0,4.100000000E1
4.566683857E2,6.499217150E1,2.548227809E1,8.890292837E0,2.635845947E1,1.370000005E0,8.869999695E1,8.440544205E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.576687668E2,6.499217141E1,2.548230893E1,8.901647000E0,2.636981201E1,1.330000043E0,8.650000000E1,8.454485284E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.586681441E2,6.499217070E1,2.548233854E1,8.803503462E0,2.627166748E1,1.340000033E0,9.000000000E1,8.467196920E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.596686581E2,6.499216881E1,2.548236521E1,8.890661425E0,2.635882568E1,1.340000033E0,9.469999695E1,8.480707991E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.606684804E2,6.499216898E1,2.548239395E1,8.822792074E0,2.629095459E1,1.419999957E0,8.159999847E1,8.494378822E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.616682706E2,6.499217069E1,2.548242275E1,8.789958305E0,2.625811768E1,1.419999957E0,8.019999695E1,8.507860632E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.626679711E2,6.499217154E1,2.548245136E1,8.689435756E0,2.615759277E1,1.440000057E0,8.669999695E1,8.522152109E-1,3.790092468E0,2.500000000E0,3.800000000E1
4.636681478E2,6.499217104E1,2.548248174E1,8.607344697E0,2.607550049E1,1.440000057E0,9.009999847E1,8.535755888E-1,3.790092468E0,2.500000000E0,3.800000000E1
