"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.806865283E2,-4.262319079E-1,5.565840326E-1,-3.607206978E0
1.806965092E2,-8.654822029E-1,4.450364804E-1,-3.887482150E0
1.807064903E2,-1.257104003E0,3.920558095E-1,-4.048018041E0
1.807164722E2,-1.535653077E0,4.117256968E-1,-4.180262763E0
1.807264533E2,-1.610866397E0,4.147696842E-1,-4.248598588E0
1.807364342E2,-1.640744207E0,4.970947529E-1,-4.152135317E0
1.807464163E2,-1.737666192E0,7.300003159E-1,-3.824664928E0
1.807563973E2,-1.656306864E0,8.904866512E-1,-3.240742092E0
1.807663782E2,-1.454928465E0,1.037524975E0,-2.546356582E0
1.807763593E2,-1.338914151E0,1.125727446E0,-1.665296373E0
1.807863412E2,-1.265874680E0,1.249133371E0,-4.685631180E-1
1.807963223E2,-1.137162407E0,1.407769793E0,6.460243589E-1
1.808063042E2,-1.091779827E0,1.680019370E0,1.572593447E0
1.808162853E2,-9.374855474E-1,1.796623960E0,2.199736562E0
1.808262663E2,-7.953549376E-1,1.788326761E0,2.608897816E0
1.808362472E2,-6.792599326E-1,1.736409041E0,2.882766194E0
1.808462293E2,-5.843607920E-1,1.540803013E0,2.862966353E0
1.808562104E2,-6.570288187E-1,1.483689310E0,2.817567401E0
1.808661914E2,-7.554497373E-1,1.552348925E0,3.010384015E0
1.808761734E2,-8.792966884E-1,1.621417113E0,3.243332409E0
1.808861544E2,-9.648775600E-1,1.587777935E0,3.527272616E0
1.808961354E2,-1.064153195E0,1.734990506E0,3.817904962E0
1.809061174E2,-9.578877984E-1,2.074344192E0,4.054292103E0
1.809160984E2,-8.479472803E-1,2.432868558E0,4.196638475E0
1.809260794E2,-6.979578665E-1,2.324705301E0,4.121144489E0
1.809360614E2,-7.640002669E-1,2.103164825E0,3.877100419E0
1.809460424E2,-6.520390972E-1,1.623919721E0,3.924191555E0
1.809560234E2,-4.510394512E-1,6.147174892E-1,4.186870701E0
1.809660054E2,-5.145184323E-1,-2.509270471E-1,4.602720001E0
1.809759864E2,-6.045656995E-1,-8.608469689E-1,5.144616559E0
1.809859674E2,-6.406887746E-1,-1.364204967E0,5.750463529E0
1.809959494E2,-8.213016647E-1,-1.554451730E0,6.116306271E0
1.810059304E2,-1.134029323E0,-1.666603811E0,5.801307408E0
1.810159114E2,-1.408235524E0,-1.655404492E0,4.834336399E0
1.810258934E2,-1.492811844E0,-1.591170343E0,3.522128820E0
1.810358744E2,-1.153942893E0,-1.566165895E0,2.055170587E0
1.810458554E2,-4.485469294E-1,-1.555719698E0,5.991764671E-1
1.810558374E2,2.325557533E-1,-1.302459393E0,-5.842619741E-1
1.810658184E2,7.575559044E-1,-1.016496487E0,-1.424042594E0
1.810757994E2,9.365141787E-1,-7.533604541E-1,-1.973555151E0
1.810857814E2,8.791044612E-1,-5.920886184E-1,-2.250465835E0
1.810957624E2,6.885915041E-1,-5.304036362E-1,-2.249921460E0
1.811057434E2,2.236719324E-1,-4.988606121E-1,-2.132919259E0
1.811157254E2,-3.354569547E-1,-4.705918825E-1,-1.757559589E0
1.811257064E2,-9.205792004E-1,-3.889203863E-1,-1.171874403E0
1.811356874E2,-1.258342005E0,-3.571717595E-1,-5.897408152E-1
1.811456694E2,-1.395131183E0,-2.433807036E-1,-3.568883157E-1
1.811556504E2,-1.394965268E0,-1.785323777E-1,-6.043576849E-1
1.811656314E2,-1.262576120E0,-1.838007921E-1,-1.292941588E0
1.811756124E2,-1.129326261E0,-1.549004902E-1,-2.084295568E0
1.811855944E2,-9.427309383E-1,-1.178716815E-1,-2.857683978E0
1.811955754E2,-7.125871615E-1,-5.423935711E-2,-3.606319370E0
1.812055564E2,-4.783864403E-1,1.673122287E-2,-4.152916505E0
1.812155384E2,-2.985234556E-1,1.320375846E-1,-4.528824643E0
1.812255194E2,-1.151873709E-1,2.240324132E-1,-4.674088191E0
1.812355004E2,1.494343668E-2,2.761944008E-1,-4.527728291E0
1.812454824E2,7.252170011E-2,1.948989536E-1,-4.109590976E0
1.812554634E2,8.499790415E-2,9.061313152E-2,-3.609507857E0
1.812654444E2,1.232370865E-1,-1.540549828E-1,-3.183238235E0
1.812754264E2,1.732931994E-1,-5.174733227E-1,-2.686196837E0
1.812854074E2,1.603813778E-1,-7.012765999E-1,-1.849095411E0
1.812953884E2,2.367879680E-1,-9.116231664E-1,-9.387131703E-1
1.813053704E2,4.113766180E-1,-1.131128227E0,2.102483332E-2
1.813153514E2,7.273287231E-1,-1.509130253E0,7.899553263E-1
1.813253324E2,1.034738046E0,-1.871352107E0,1.329869678E0
1.813353144E2,1.292140519E0,-2.151229523E0,1.768168777E0
1.813452954E2,1.492757319E0,-2.242955964E0,2.017611582E0
1.813552764E2,1.576714857E0,-2.161057815E0,2.021613416E0
1.813652584E2,1.733206667E0,-2.115706226E0,1.783238806E0
1.813752394E2,1.830063748E0,-1.968117240E0,1.404981841E0
1.813852204E2,2.033959227E0,-1.773100611E0,1.218217680E0
1.813952024E2,2.294699291E0,-1.501201429E0,1.379239474E0
1.814051834E2,2.456544811E0,-1.016438892E0,1.792165166E0
1.814151644E2,2.653608843E0,-6.030040544E-1,2.094915281E0
1.814251464E2,2.792907938E0,-4.103447306E-1,2.131539316E0
1.814351274E2,2.711624332E0,-3.025032167E-1,1.927941021E0
1.814451084E2,2.486841867E0,-3.027524543E-1,1.622630410E0
1.814550904E2,2.310319835E0,-4.929907385E-1,1.362017085E0
1.814650714E2,2.013729469E0,-6.804697216E-1,1.165505615E0
1.814750524E2,1.517323518E0,-7.371483909E-1,1.025788152E0
1.814850344E2,9.539859514E-1,-7.409704234E-1,9.921070200E-1
1.814950154E2,4.305737579E-1,-6.606695876E-1,1.020788198E0
1.815049964E2,1.009621185E-1,-6.133432473E-1,9.517138696E-1
1.815149784E2,4.758288682E-2,-5.568644066E-1,6.701564026E-1
1.815249594E2,2.891965619E-1,-4.460690255E-1,1.640787184E-1
1.815349404E2,8.352133602E-1,-3.299368177E-1,-4.193441802E-1
1.815449214E2,1.396700429E0,-1.994773965E-1,-8.485426730E-1
1.815549034E2,1.798081086E0,-1.212303221E-2,-1.028209484E0
1.815648844E2,1.988074518E0,1.185438920E-1,-1.110940568E0
1.815748654E2,1.904614870E0,2.401902435E-1,-1.145723315E0
1.815848474E2,1.538974588E0,2.405468506E-1,-1.052106469E0
1.815948284E2,1.024313045E0,1.339055508E-1,-9.630288166E-1
1.816048094E2,4.357067361E-1,2.127911411E-2,-9.351107007E-1
1.816147914E2,-1.132387863E-1,-9.323590010E-2,-1.107143387E0
1.816247724E2,-6.030594568E-1,-1.942936937E-1,-1.442453138E0
1.816347534E2,-9.544372103E-1,-3.241513632E-1,-1.997558556E0
1.816447354E2,-1.089559347E0,-4.736504149E-1,-2.634806828E0
1.816547164E2,-1.057593935E0,-5.687681682E-1,-3.213413960E0
1.816646974E2,-9.757076266E-1,-5.080211525E-1,-3.726770259E0
1.816746794E2,-9.221778291E-1,-3.297624975E-1,-4.088708814E0
1.816846604E2,-8.802566551E-1,-1.429279507E-1,-4.344264298E0
1.816946414E2,-8.363749096E-1,6.400632687E-2,-4.416815380E0
1.817046234E2,-8.352094133E-1,3.042276337E-1,-4.304145967E0
1.817146044E2,-8.608794209E-1,5.724527912E-1,-3.983489923E0
1.817245854E2,-8.250631785E-1,7.279784949E-1,-3.413871716E0
1.817345674E2,-8.617404234E-1,8.108752021E-1,-2.737071707E0
1.817445484E2,-8.966519554E-1,9.812317105E-1,-2.076959651E0
1.817545294E2,-9.235924168E-1,1.227118312E0,-1.274124078E0
1.817645114E2,-1.098123910E0,1.509039768E0,-4.479744869E-1
1.817744924E2,-1.215549011E0,1.741423905E0,2.174988806E-1
1.817844734E2,-1.194389399E0,1.939945063E0,7.363796282E-1
1.817944554E2,-1.016569870E0,2.081238351E0,1.207255320E0
1.818044364E2,-8.606179042E-1,2.140471961E0,1.700415920E0
1.818144174E2,-7.630464399E-1,2.232502019E0,2.452267866E0
1.818243994E2,-8.273209347E-1,2.376258740E0,3.377630673E0
1.818343804E2,-9.613005258E-1,2.471375689E0,4.116959637E0
1.818443614E2,-1.049414119E0,2.555390823E0,4.515202385E0
1.818543425E2,-1.112127699E0,2.519807884E0,4.658204815E0
1.818643235E2,-1.199036327E0,2.603119013E0,4.679199243E0
1.818743045E2,-1.187780145E0,2.773510970E0,4.584255078E0
1.818842855E2,-1.211187280E0,2.996388412E0,4.455292983E0
1.818942675E2,-1.353524004E0,3.282823626E0,4.268110746E0
1.819042485E2,-1.580882460E0,3.614493778E0,4.134137587E0
1.819142295E2,-1.596539111E0,3.477335933E0,3.954300038E0
1.819242115E2,-1.334317801E0,2.864995921E0,3.917302365E0
1.819341925E2,-8.515615904E-1,1.983097222E0,3.971824143E0
1.819441735E2,-3.712783134E-1,1.067338685E0,4.240903067E0
1.819541555E2,-6.070257694E-2,2.359702349E-1,4.777896734E0
1.819641365E2,8.644596711E-2,-7.657896611E-1,5.359043897E0
1.819741175E2,-2.190133095E-1,-1.609191462E0,5.745305116E0
1.819840995E2,-8.577726491E-1,-2.111503832E0,5.620659435E0
1.819940805E2,-1.407088885E0,-2.515254073E0,4.873129751E0
1.820040615E2,-1.650456432E0,-2.819190588E0,3.773531612E0
1.820140435E2,-1.638215286E0,-2.928626491E0,2.507584864E0
1.820240245E2,-1.494778555E0,-2.854389949E0,1.194344668E0
1.820340055E2,-1.187866611E0,-2.730255023E0,-1.246369100E-1
1.820439875E2,-6.996986557E-1,-2.585217762E0,-1.343238752E0
1.820539685E2,-2.895003247E-1,-2.480815142E0,-2.460966768E0
1.820639495E2,-1.736722451E-1,-2.235931119E0,-3.334126219E0
1.820739315E2,-1.069820463E-1,-1.886030080E0,-3.716507226E0
1.820839125E2,-2.780511841E-2,-1.576712810E0,-3.858212743E0
1.820938935E2,-4.139594793E-2,-1.279463463E0,-3.829296507E0
1.821038755E2,-9.801073641E-2,-1.089684916E0,-3.828493685E0
1.821138565E2,-2.930540431E-1,-9.651843926E-1,-3.906144708E0
1.821238375E2,-5.996435134E-1,-8.959377911E-1,-3.846904812E0
1.821338195E2,-9.364917400E-1,-8.336513496E-1,-3.690684167E0
1.821438005E2,-1.346997634E0,-7.195220324E-1,-3.449631532E0
1.821537815E2,-1.559502116E0,-6.940145773E-1,-3.361981770E0
1.821637635E2,-1.647671404E0,-6.012230656E-1,-3.528088303E0
1.821737445E2,-1.570892053E0,-4.494368025E-1,-3.857370159E0
1.821837255E2,-1.325310750E0,-3.493380985E-1,-4.280148409E0
1.821937065E2,-1.040931417E0,-2.316006106E-1,-4.634084466E0
1.822036885E2,-7.659262667E-1,-1.233937919E-2,-4.805294448E0
1.822136695E2,-5.696307787E-1,1.447114246E-1,-4.732015387E0
1.822236505E2,-4.593727568E-1,2.626693524E-1,-4.271458277E0
1.822336325E2,-4.438445254E-1,2.901009800E-1,-3.345428887E0
1.822436135E2,-3.495306180E-1,2.981560311E-1,-2.303036397E0
1.822535945E2,-2.136308013E-1,4.015259600E-1,-1.423341513E0
1.822635765E2,-1.323371083E-1,4.954537319E-1,-7.618945384E-1
1.822735575E2,2.042651698E-2,4.011757118E-1,-1.615457046E-1
1.822835385E2,4.153629573E-1,2.876875417E-1,5.589306664E-1
1.822935205E2,7.874798345E-1,3.586426266E-1,1.363311074E0
1.823035015E2,1.085193451E0,3.199754280E-1,2.039262652E0
1.823134825E2,1.162329481E0,3.356937669E-1,2.498452683E0
1.823234645E2,1.165948469E0,2.887779012E-1,2.833182390E0
1.823334455E2,1.208238529E0,1.861713995E-1,2.947268000E0
1.823434265E2,1.318508392E0,1.383870761E-1,2.961262141E0
1.823534085E2,1.593567702E0,4.347945705E-2,3.151405993E0
1.823633895E2,1.889836471E0,-1.485344803E-1,3.519991078E0
1.823733705E2,2.147081215E0,-4.007794167E-1,4.078476187E0
1.823833525E2,2.278317585E0,-4.779458526E-1,4.748815607E0
1.823933335E2,2.104243344E0,-6.121464685E-2,5.322789990E0
1.824033145E2,1.943493153E0,3.908832966E-1,5.526905764E0
1.824132965E2,2.209535033E0,-1.273421243E-2,5.095400544E0
1.824232775E2,2.300327821E0,-4.622783844E-1,4.170587960E0
1.824332585E2,2.144719525E0,-7.511666518E-1,3.201678014E0
1.824432405E2,1.865774009E0,-1.014863068E0,2.482234846E0
1.824532215E2,1.515595812E0,-1.173281389E0,2.067708771E0
1.824632025E2,1.034215744E0,-1.092076135E0,1.771197050E0
1.824731835E2,5.117790118E-1,-8.356749979E-1,1.433729092E0
1.824831655E2,7.772045955E-2,-6.143687028E-1,1.024349737E0
1.824931465E2,-2.293418312E-1,-4.826544692E-1,4.247569478E-1
1.825031275E2,-3.178000445E-1,-3.592969300E-1,-3.248724711E-1
1.825131095E2,-2.886873425E-1,-1.188227311E-1,-1.168573065E0
1.825230905E2,-1.704081832E-1,4.746506542E-2,-1.991389743E0
1.825330715E2,2.651441865E-2,8.211917371E-2,-2.788883885E0
1.825430535E2,3.150090954E-1,7.690404207E-2,-3.442886769E0
1.825530345E2,5.322283329E-1,9.546383545E-2,-3.876951315E0
1.825630155E2,6.448465104E-1,6.536514670E-2,-4.025476440E0
1.825729975E2,6.446061167E-1,-9.159297869E-2,-4.007343054E0
1.825829785E2,4.292684401E-1,-3.502034133E-1,-3.829249730E0
1.825929595E2,6.201871209E-2,-5.493208406E-1,-3.442962198E0
1.826029415E2,-4.021863299E-1,-6.546565302E-1,-2.855771939E0
1.826129225E2,-8.771107800E-1,-6.169525143E-1,-2.246219587E0
1.826229035E2,-1.275849884E0,-4.754766465E-1,-1.684691003E0
1.826328855E2,-1.423497342E0,-3.914234331E-1,-1.403313046E0
1.826428665E2,-1.342399969E0,-2.722044801E-1,-1.536505017E0
1.826528475E2,-1.052317261E0,-1.190973309E-1,-2.047683812E0
1.826628295E2,-6.805754100E-1,7.469701052E-2,-2.664069219E0
1.826728105E2,-3.250916686E-1,2.984045378E-1,-3.239349285E0
1.826827915E2,-6.393714700E-2,5.816164745E-1,-3.750090124E0
1.826927735E2,2.053929515E-1,8.680587054E-1,-4.037142804E0
1.827027545E2,3.641994183E-1,1.170879207E0,-4.082919486E0
1.827127355E2,4.121503508E-1,1.435138125E0,-3.767154638E0
1.827227175E2,3.841426995E-1,1.616213091E0,-2.886651669E0
1.827326985E2,3.453156892E-1,1.617363531E0,-1.582438404E0
1.827426795E2,3.417606552E-1,1.714028823E0,-4.752488244E-1
1.827526605E2,3.917398406E-1,1.838087589E0,2.172749323E-1
1.827626425E2,4.848734875E-1,1.805327248E0,5.676073498E-1
1.827726235E2,5.482425410E-1,1.777987422E0,9.800477225E-1
1.827826045E2,5.591923293E-1,1.729512835E0,1.599925672E0
1.827925865E2,5.189598311E-1,1.641955312E0,2.362230100E0
1.828025675E2,2.170055949E-1,1.639970036E0,3.168792688E0
1.828125485E2,-1.037351605E-1,1.746756274E0,3.782915223E0
1.828225305E2,-2.611305846E-1,1.866248218E0,4.045573320E0
1.828325115E2,-2.669618665E-1,1.991718649E0,4.022873844E0
1.828424925E2,-2.192543609E-1,2.144685173E0,3.744772081E0
1.828524750E2,-1.019672549E-1,2.265399916E0,3.360590132E0
1.828624560E2,8.972705908E-2,2.435671129E0,3.192925901E0
1.828724370E2,1.501948703E-2,2.842691132E0,3.180473086E0
1.828824190E2,-1.349487671E-1,2.987378145E0,3.089788619E0
1.828924000E2,-9.808550768E-2,2.584526913E0,2.859449837E0
1.829023810E2,2.938393973E-2,2.054513944E0,2.847996896E0
1.829123630E2,1.795764711E-1,1.477325932E0,3.050970123E0
1.829223440E2,1.058414372E-1,8.752726346E-1,3.188866764E0
1.829323250E2,-1.672879262E-1,2.744665486E-1,3.107710335E0
1.829423070E2,-4.199590150E-1,-3.951792459E-1,2.728828302E0
1.829522880E2,-7.712120765E-1,-8.722230193E-1,1.962095193E0
1.829622690E2,-1.174084723E0,-1.190914253E0,1.087227770E0
1.829722510E2,-1.459456987E0,-1.461963250E0,2.617108476E-1
1.829822320E2,-1.588658964E0,-1.683825615E0,-3.515708578E-1
1.829922130E2,-1.487581802E0,-1.937780570E0,-6.635636669E-1
1.830021940E2,-1.247733109E0,-2.023292736E0,-5.812301928E-1
1.830121760E2,-9.892415920E-1,-2.015040269E0,-1.842861110E-1
1.830221570E2,-8.279867864E-1,-2.036759751E0,2.196395463E-1
1.830321380E2,-7.646523777E-1,-1.974062981E0,5.938081384E-1
1.830421200E2,-7.131859164E-1,-1.931082438E0,8.643640691E-1
1.830521010E2,-6.478954679E-1,-1.856606160E0,1.022533007E0
1.830620820E2,-6.902817149E-1,-1.549065128E0,9.580247694E-1
1.830720640E2,-6.487960122E-1,-1.270700241E0,6.976622897E-1
1.830820450E2,-6.226001937E-1,-1.045568405E0,2.354381382E-1
1.830920260E2,-6.973208854E-1,-8.480522378E-1,-2.628358519E-1
1.831020080E2,-8.284043507E-1,-6.725919141E-1,-8.724414128E-1
1.831119890E2,-1.018415397E0,-4.258420448E-1,-1.395184831E0
1.831219700E2,-1.168171800E0,-2.246145766E-1,-1.824782104E0
1.831319520E2,-1.251289239E0,-1.140549114E-1,-2.239153812E0
1.831419330E2,-1.307734458E0,-7.248098888E-2,-2.673619477E0
1.831519140E2,-1.258758034E0,-6.014621437E-2,-3.168826017E0
1.831618960E2,-1.064864801E0,-1.697125107E-2,-3.726134081E0
1.831718770E2,-7.916587664E-1,2.870061949E-2,-4.130760820E0
1.831818580E2,-4.997889306E-1,5.079169258E-2,-4.405457164E0
1.831918400E2,-3.293880565E-1,8.600625649E-2,-4.329697714E0
1.832018210E2,-3.402203889E-1,2.016426936E-2,-3.808031938E0
1.832118020E2,-4.455149653E-1,-7.921573877E-2,-3.221677830E0
1.832217830E2,-4.381347924E-1,-1.625800771E-1,-2.640786191E0
1.832317650E2,-3.176537545E-1,-1.684274389E-1,-2.214414827E0
1.832417460E2,-1.812436220E-1,-8.057433933E-2,-1.903041238E0
1.832517270E2,-1.509447026E-1,1.567768617E-1,-1.536454146E0
1.832617090E2,-1.760093042E-1,3.605717692E-1,-1.067776423E0
1.832716900E2,-1.244107689E-1,5.366054124E-1,-4.133882064E-1
1.832816710E2,1.210431381E-1,4.446728566E-1,2.578464228E-1
1.832916530E2,2.996909983E-1,3.142705920E-1,8.129880935E-1
1.833016340E2,2.782594181E-1,3.975100923E-1,1.155564179E0
1.833116150E2,2.836873153E-1,5.054783446E-1,1.298040360E0
1.833215970E2,3.658261503E-1,5.231509691E-1,1.394001939E0
1.833315780E2,5.704955088E-1,4.410294566E-1,1.633023251E0
1.833415590E2,8.172195773E-1,3.168942377E-1,2.106848279E0
1.833515410E2,1.130778856E0,1.702039692E-1,2.568171959E0
1.833615220E2,1.266428850E0,2.717367759E-1,2.917393990E0
1.833715030E2,1.091710757E0,8.219983605E-1,3.221044577E0
1.833814850E2,1.104987299E0,1.175793207E0,3.477595257E0
1.833914660E2,1.513425618E0,7.326678157E-1,3.566636657E0
1.834014470E2,1.945134467E0,1.635311267E-1,3.511200374E0
1.834114290E2,2.061984055E0,-1.014117694E-1,3.622231983E0
1.834214100E2,1.972545629E0,-3.770043455E-1,3.900693934E0
1.834313910E2,1.587939757E0,-5.028858353E-1,4.214626265E0
1.834413730E2,1.078890518E0,-6.379932082E-1,4.449011904E0
1.834513540E2,4.875721237E-1,-6.169312450E-1,4.383498530E0
1.834613350E2,4.314967409E-2,-4.081116790E-1,3.819790104E0
1.834713160E2,-2.083939619E-1,-2.261986604E-1,2.717629715E0
1.834812980E2,-1.533606260E-1,-2.453463914E-1,1.413297751E0
1.834912790E2,1.484787856E-1,-2.167931217E-1,2.163990194E-1
1.835012600E2,4.992868741E-1,-1.360224621E-1,-7.964398885E-1
1.835112420E2,8.093066865E-1,-9.319701612E-2,-1.654970191E0
1.835212230E2,1.010012071E0,-6.411515817E-2,-2.347620832E0
1.835312040E2,1.032649567E0,-1.306126182E-1,-2.695171729E0
1.835411860E2,9.330554044E-1,-3.357287040E-1,-2.452857850E0
1.835511670E2,7.420964509E-1,-6.517215934E-1,-2.224917011E0
1.835611480E2,4.033991886E-1,-8.593781483E-1,-2.265485578E0
1.835711300E2,1.649184517E-1,-1.064564985E0,-2.359108272E0
1.835811110E2,-3.622573022E-2,-1.119759778E0,-2.391238722E0
1.835910920E2,-2.240118018E-1,-1.083661992E0,-2.404185627E0
1.836010740E2,-2.571576573E-1,-1.003789611E0,-2.475656728E0
1.836110550E2,-2.736397888E-1,-7.854784057E-1,-2.722236736E0
1.836210360E2,-1.975933506E-1,-4.705736831E-1,-3.064235117E0
1.836310180E2,-1.304843083E-1,-1.016124751E-1,-3.446516721E0
1.836409990E2,-6.708561681E-2,1.369401826E-1,-3.802158995E0
1.836509800E2,-4.439984534E-2,3.533058728E-1,-3.992318049E0
1.836609620E2,-3.352457240E-2,5.614560789E-1,-3.911604838E0
1.836709430E2,-3.869526520E-2,8.342313203E-1,-3.679256369E0
1.836809240E2,-1.952516869E-2,1.127481757E0,-3.321923080E0
1.836909050E2,-7.476593457E-2,1.283467490E0,-2.776858501E0
1.837008870E2,-9.672931910E-2,1.263381427E0,-2.127617589E0
1.837108680E2,-6.544846952E-2,1.342198240E0,-1.431281447E0
1.837208490E2,-1.552920344E-1,1.565990771E0,-8.373382384E-1
1.837308310E2,-1.485502678E-1,1.740529574E0,-3.298314947E-1
1.837408120E2,-1.127862118E-2,1.739592557E0,1.437526274E-1
1.837507930E2,2.230019145E-1,1.714020637E0,5.995670611E-1
1.837607750E2,3.126637772E-1,1.758587237E0,1.037301904E0
1.837707560E2,2.425379006E-1,1.771324812E0,1.349432123E0
1.837807370E2,1.383442453E-1,1.587443328E0,1.496841014E0
1.837907190E2,1.059727438E-2,1.435882621E0,1.827274772E0
1.838007000E2,-9.905833818E-2,1.335663099E0,2.370282885E0
1.838106810E2,-3.081555739E-1,1.185023621E0,2.806384016E0
1.838206630E2,-5.267323156E-1,1.062839326E0,2.933641064E0
1.838306440E2,-7.749957367E-1,1.244592131E0,2.986723841E0
1.838406250E2,-9.433554941E-1,1.634102647E0,3.001109161E0
1.838506070E2,-1.018101402E0,1.779186686E0,2.929452118E0
1.838605888E2,-9.775345892E-1,1.675104493E0,2.907499332E0
1.838705698E2,-5.810576268E-1,1.360926579E0,2.990912787E0
1.838805518E2,-2.532589898E-2,7.763383305E-1,3.146724712E0
1.838905328E2,2.796973946E-1,2.477246001E-1,3.622762910E0
1.839005138E2,2.353557656E-1,-7.465549529E-2,4.206075296E0
1.839104948E2,6.563901566E-2,-5.959581596E-1,4.354546042E0
1.839204768E2,-4.611165427E-2,-1.204459474E0,4.268889011E0
1.839304578E2,-2.631186379E-1,-1.643179865E0,3.917665477E0
1.839404388E2,-5.822522861E-1,-1.897936619E0,3.136811342E0
1.839504208E2,-7.813276134E-1,-1.945446708E0,2.185445382E0
1.839604018E2,-8.374850035E-1,-1.861656692E0,1.373122702E0
1.839703828E2,-8.280692321E-1,-1.719831600E0,7.882017463E-1
1.839803648E2,-7.322243775E-1,-1.517585766E0,4.319689035E-1
1.839903458E2,-6.175350431E-1,-1.274046310E0,2.531820989E-1
1.840003268E2,-4.426532283E-1,-1.124828583E0,9.256025434E-2
1.840103088E2,-2.355221189E-1,-1.076570635E0,-1.374709636E-1
1.840202898E2,-2.265233271E-2,-1.083439359E0,-4.638017303E-1
1.840302708E2,1.135883036E-1,-1.111195507E0,-8.510014272E-1
1.840402528E2,1.997014911E-1,-1.177198877E0,-1.252054347E0
1.840502338E2,2.137753006E-1,-1.200246847E0,-1.628695142E0
1.840602148E2,9.730453894E-2,-1.158651802E0,-1.944386900E0
1.840701968E2,-6.710659370E-2,-1.104175925E0,-2.247980769E0
1.840801778E2,-1.958051989E-1,-1.040997929E0,-2.584478674E0
1.840901588E2,-2.830204403E-1,-9.624362013E-1,-2.974157590E0
1.841001408E2,-3.767578854E-1,-8.903809628E-1,-3.399883422E0
1.841101218E2,-4.742675154E-1,-7.955736235E-1,-3.823316560E0
1.841201028E2,-5.499987522E-1,-7.091810122E-1,-4.290775139E0
1.841300848E2,-5.489010105E-1,-5.741802049E-1,-4.698834777E0
1.841400658E2,-5.739936056E-1,-4.128029001E-1,-4.997249182E0
1.841500468E2,-5.460694233E-1,-2.872962168E-1,-5.154731072E0
1.841600278E2,-6.003225213E-1,-1.782161164E-1,-5.089786048E0
1.841700098E2,-6.357747015E-1,-1.534809324E-1,-4.653115398E0
1.841799908E2,-5.386557385E-1,-1.091593301E-1,-4.105092713E0
1.841899718E2,-4.296682435E-1,3.760461330E-2,-3.511794451E0
1.841999538E2,-3.285474461E-1,2.258244386E-1,-2.759972911E0
1.842099348E2,-1.136977196E-1,3.115683013E-1,-1.994834338E0
1.842199158E2,4.406283376E-1,4.199809420E-1,-1.079850338E0
1.842298978E2,3.488299754E-1,8.284990025E-1,-2.905358666E-1
1.842398788E2,3.131337471E-2,1.015131016E0,4.062996268E-2
1.842498598E2,-2.260414434E-1,9.972116393E-1,-2.602069438E-2
1.842598418E2,-6.798786411E-1,1.132994804E0,7.303757071E-3
1.842698228E2,-1.125195057E0,1.351727155E0,2.656606418E-1
1.842798038E2,-1.352419027E0,1.324000243E0,8.118186504E-1
1.842897858E2,-1.346836982E0,1.233349397E0,1.728552137E0
1.842997668E2,-1.089853901E0,1.186620496E0,2.776467907E0
1.843097478E2,-6.734122054E-1,1.176738117E0,3.806408166E0
1.843197298E2,-3.165382884E-1,1.391380925E0,4.710265499E0
1.843297108E2,-2.854946896E-1,1.712951766E0,5.273513165E0
1.843396918E2,-3.127018572E-1,1.903375699E0,5.084752180E0
1.843496728E2,-2.071515016E-2,1.852418969E0,4.292015333E0
1.843596548E2,7.925272972E-1,1.383326678E0,3.291674849E0
1.843696358E2,1.855057963E0,8.739979416E-1,2.465045201E0
1.843796168E2,2.611540465E0,5.834726000E-1,2.220066161E0
1.843895988E2,2.777316923E0,-5.720126420E-2,2.680801612E0
1.843995798E2,2.384806492E0,-8.714827618E-1,3.683505540E0
1.844095608E2,1.744100176E0,-1.316138515E0,4.664665403E0
1.844195428E2,1.233764549E0,-1.440619743E0,5.199372810E0
1.844295238E2,9.223150194E-1,-1.373518558E0,5.180399179E0
1.844395048E2,7.061159018E-1,-1.277706960E0,4.564986164E0
1.844494868E2,4.214048121E-1,-1.171202119E0,3.451351783E0
1.844594678E2,2.968118294E-1,-9.980375585E-1,2.071031744E0
1.844694488E2,6.559717883E-1,-9.010468689E-1,5.005555737E-1
1.844794308E2,1.408346913E0,-8.769728588E-1,-9.901967347E-1
1.844894118E2,2.600820180E0,-9.488446409E-1,-2.145787811E0
1.844993928E2,4.022945765E0,-8.399297243E-1,-2.824127977E0
1.845093748E2,4.611586134E0,-4.851676024E-1,-3.052100390E0
1.845193558E2,4.485194767E0,-4.456328233E-1,-2.867563434E0
1.845293368E2,3.744101990E0,-5.443301690E-1,-2.573808675E0
1.845393178E2,2.649860485E0,-6.642799509E-1,-2.289470272E0
1.845492998E2,1.577251339E0,-8.494375893E-1,-2.283602591E0
1.845592808E2,5.907566227E-1,-9.700912298E-1,-2.537505652E0
1.845692618E2,-1.644755251E-1,-9.652864265E-1,-2.963159562E0
1.845792438E2,-6.363310640E-1,-9.010951084E-1,-3.435639730E0
1.845892248E2,-8.891495392E-1,-7.626391813E-1,-3.814479663E0
1.845992058E2,-9.458266736E-1,-5.830992553E-1,-4.049641812E0
1.846091878E2,-8.489570944E-1,-3.655816635E-1,-4.217179159E0
1.846191688E2,-7.146512286E-1,-7.801939845E-2,-4.204228161E0
1.846291498E2,-6.079176890E-1,2.312623492E-1,-4.027321821E0
1.846391318E2,-5.090314052E-1,4.752568643E-1,-3.784492217E0
1.846491128E2,-4.792540940E-1,7.521345122E-1,-3.389736164E0
